type,direction,duration,_time
Data,Outgoing,2492,2010-09-25 18:11:18
Voice,Outgoing,26,2010-09-25 18:25:31
Voice,Outgoing,14,2010-09-25 18:26:13
SMS,Outgoing,0,2010-09-25 19:23:54
SMS,Incoming,0,2010-09-25 19:53:08
Data,Outgoing,17,2010-09-25 21:11:35
SMS,Outgoing,0,2010-09-26 06:37:51
Data,Outgoing,86,2010-09-26 07:56:14
SMS,Outgoing,0,2010-09-26 07:59:41
Data,Outgoing,364,2010-09-26 08:00:41
Voice,Outgoing,0,2010-09-26 08:08:24
Voice,Outgoing,0,2010-09-26 08:08:39
Voice,Outgoing,0,2010-09-26 08:08:49
Voice,Incoming,53,2010-09-26 09:01:09
SMS,Outgoing,0,2010-09-26 10:16:36
Voice,Outgoing,171,2010-09-26 11:41:54
Voice,Outgoing,105,2010-09-26 11:45:25
Data,Outgoing,43,2010-09-26 14:36:09
Voice,Incoming,117,2010-09-26 15:10:10
SMS,Outgoing,0,2010-09-26 15:23:59
Voice,Outgoing,8,2010-09-26 15:26:15
Voice,Missed call,0,2010-09-26 15:40:56
Voice,Outgoing,55,2010-09-26 15:47:17
Voice,Outgoing,0,2010-09-26 15:52:36
Voice,Outgoing,0,2010-09-26 16:35:32
Voice,Outgoing,265,2010-09-26 16:47:55
Voice,Incoming,280,2010-09-26 17:11:34
Voice,Outgoing,149,2010-09-26 17:20:13
Data,Outgoing,43,2010-09-26 18:47:23
Voice,Outgoing,338,2010-09-26 18:51:18
Voice,Incoming,115,2010-09-26 19:23:49
SMS,Outgoing,0,2010-09-26 19:35:08
Data,Outgoing,26,2010-09-26 19:37:59
Data,Outgoing,9,2010-09-26 19:39:57
Data,Outgoing,216,2010-09-26 19:40:08
Data,Outgoing,37,2010-09-27 06:30:41
Data,Outgoing,23,2010-09-27 06:31:53
Voice,Outgoing,10,2010-09-27 06:37:45
Voice,Outgoing,127,2010-09-27 07:01:07
Voice,Outgoing,0,2010-09-27 07:56:00
Voice,Outgoing,0,2010-09-27 07:56:24
Voice,Outgoing,156,2010-09-27 08:00:02
SMS,Incoming,0,2010-09-27 08:11:05
Voice,Outgoing,0,2010-09-27 08:11:30
SMS,Outgoing,0,2010-09-27 08:11:33
SMS,Incoming,0,2010-09-27 08:15:50
SMS,Outgoing,0,2010-09-27 08:16:57
Voice,Incoming,41,2010-09-27 08:22:46
Voice,Incoming,146,2010-09-27 08:31:16
Voice,Outgoing,0,2010-09-27 08:46:22
SMS,Outgoing,0,2010-09-27 08:46:25
Voice,Outgoing,130,2010-09-27 08:46:50
SMS,Incoming,0,2010-09-27 08:47:41
Data,Outgoing,351,2010-09-27 09:16:30
SMS,Incoming,0,2010-09-27 10:02:48
Data,Outgoing,17,2010-09-27 10:02:56
Voice,Outgoing,40,2010-09-27 11:31:16
Voice,Incoming,64,2010-09-27 11:35:09
Data,Outgoing,312,2010-09-27 11:36:27
SMS,Incoming,0,2010-09-27 12:21:40
SMS,Incoming,0,2010-09-27 13:23:37
SMS,Outgoing,0,2010-09-27 13:58:37
Voice,Incoming,321,2010-09-27 14:45:11
SMS,Outgoing,0,2010-09-27 14:45:29
SMS,Outgoing,0,2010-09-27 15:23:06
SMS,Incoming,0,2010-09-27 15:50:06
SMS,Incoming,0,2010-09-27 15:51:52
SMS,Outgoing,0,2010-09-27 15:54:31
SMS,Incoming,0,2010-09-27 15:56:16
SMS,Outgoing,0,2010-09-27 15:57:32
SMS,Incoming,0,2010-09-27 16:04:29
SMS,Outgoing,0,2010-09-27 16:07:49
SMS,Outgoing,0,2010-09-27 16:10:30
SMS,Incoming,0,2010-09-27 16:11:38
SMS,Incoming,0,2010-09-27 16:12:42
SMS,Incoming,0,2010-09-27 16:14:11
SMS,Outgoing,0,2010-09-27 16:14:30
SMS,Outgoing,0,2010-09-27 16:14:33
Data,Outgoing,29,2010-09-27 16:31:53
Data,Outgoing,41,2010-09-27 16:35:53
SMS,Outgoing,0,2010-09-27 16:56:00
SMS,Incoming,0,2010-09-27 17:12:47
SMS,Incoming,0,2010-09-27 18:06:02
SMS,Outgoing,0,2010-09-27 18:09:04
Data,Outgoing,88,2010-09-27 18:59:55
Data,Outgoing,81,2010-09-27 19:01:25
Voice,Incoming,73,2010-09-27 19:08:32
Data,Outgoing,23,2010-09-27 20:05:47
Data,Outgoing,109,2010-09-27 20:06:11
Data,Outgoing,341,2010-09-27 20:19:16
Data,Outgoing,8,2010-09-27 20:52:33
SMS,Incoming,0,2010-09-28 06:38:29
Voice,Outgoing,236,2010-09-28 06:39:19
Voice,Outgoing,211,2010-09-28 07:03:25
SMS,Incoming,0,2010-09-28 07:08:15
SMS,Outgoing,0,2010-09-28 07:10:31
Voice,Outgoing,196,2010-09-28 07:15:24
SMS,Incoming,0,2010-09-28 08:54:37
SMS,Outgoing,0,2010-09-28 08:58:54
SMS,Incoming,0,2010-09-28 09:00:03
SMS,Outgoing,0,2010-09-28 09:13:30
Voice,Incoming,84,2010-09-28 10:48:51
Voice,Outgoing,635,2010-09-28 12:39:24
Voice,Outgoing,0,2010-09-28 12:50:21
SMS,Outgoing,0,2010-09-28 13:14:02
SMS,Incoming,0,2010-09-28 13:17:14
Data,Outgoing,100,2010-09-28 13:29:42
Data,Outgoing,84,2010-09-28 13:33:39
Data,Outgoing,133,2010-09-28 13:37:29
SMS,Outgoing,0,2010-09-28 14:00:33
SMS,Incoming,0,2010-09-28 14:02:50
SMS,Outgoing,0,2010-09-28 14:14:16
SMS,Incoming,0,2010-09-28 14:16:28
SMS,Outgoing,0,2010-09-28 14:18:08
SMS,Incoming,0,2010-09-28 14:22:28
Voice,Outgoing,0,2010-09-28 15:51:28
Voice,Incoming,490,2010-09-28 15:51:52
SMS,Incoming,0,2010-09-28 16:04:12
SMS,Outgoing,0,2010-09-28 16:06:10
SMS,Outgoing,0,2010-09-28 16:10:02
Voice,Outgoing,11,2010-09-28 16:10:58
SMS,Incoming,0,2010-09-28 16:12:04
Voice,Incoming,309,2010-09-28 16:13:26
SMS,Incoming,0,2010-09-28 16:35:24
Voice,Incoming,29,2010-09-28 16:35:39
Voice,Outgoing,0,2010-09-28 16:47:22
Voice,Incoming,1034,2010-09-28 16:47:51
SMS,Outgoing,0,2010-09-28 17:18:29
SMS,Incoming,0,2010-09-28 17:33:49
SMS,Outgoing,0,2010-09-28 17:38:28
SMS,Incoming,0,2010-09-28 17:51:00
SMS,Outgoing,0,2010-09-28 17:51:55
SMS,Incoming,0,2010-09-28 18:00:30
SMS,Outgoing,0,2010-09-28 18:03:00
SMS,Outgoing,0,2010-09-28 18:44:59
SMS,Incoming,0,2010-09-28 18:45:24
SMS,Outgoing,0,2010-09-28 18:45:52
SMS,Incoming,0,2010-09-28 19:00:24
Data,Outgoing,61,2010-09-28 19:23:17
SMS,Outgoing,0,2010-09-28 19:29:20
SMS,Incoming,0,2010-09-28 19:29:29
Data,Outgoing,16,2010-09-28 19:29:32
Data,Outgoing,17,2010-09-28 19:31:26
Data,Outgoing,71,2010-09-28 19:32:25
Data,Outgoing,7,2010-09-28 20:29:43
SMS,Incoming,0,2010-09-28 21:01:00
SMS,Outgoing,0,2010-09-28 21:25:40
Voice,Outgoing,75,2010-09-29 05:33:13
Voice,Outgoing,27,2010-09-29 05:41:54
SMS,Incoming,0,2010-09-29 05:45:36
SMS,Outgoing,0,2010-09-29 05:59:04
Voice,Outgoing,16,2010-09-29 06:00:56
SMS,Incoming,0,2010-09-29 06:01:40
SMS,Outgoing,0,2010-09-29 06:02:57
Voice,Incoming,57,2010-09-29 06:10:19
SMS,Incoming,0,2010-09-29 06:11:34
SMS,Outgoing,0,2010-09-29 06:13:01
SMS,Incoming,0,2010-09-29 06:31:45
SMS,Outgoing,0,2010-09-29 06:42:29
Data,Outgoing,67,2010-09-29 06:42:31
SMS,Outgoing,0,2010-09-29 06:47:32
SMS,Incoming,0,2010-09-29 06:53:23
SMS,Incoming,0,2010-09-29 07:24:00
SMS,Incoming,0,2010-09-29 07:24:17
Voice,Incoming,250,2010-09-29 07:30:23
SMS,Outgoing,0,2010-09-29 07:35:28
SMS,Incoming,0,2010-09-29 07:35:50
SMS,Outgoing,0,2010-09-29 07:54:54
SMS,Incoming,0,2010-09-29 07:55:49
SMS,Outgoing,0,2010-09-29 07:58:45
Voice,Outgoing,0,2010-09-29 07:59:08
Voice,Incoming,29,2010-09-29 08:12:29
Voice,Outgoing,0,2010-09-29 09:30:55
Voice,Outgoing,117,2010-09-29 09:41:10
Data,Outgoing,24,2010-09-29 09:52:25
Voice,Incoming,56,2010-09-29 10:31:02
SMS,Outgoing,0,2010-09-29 10:54:39
SMS,Incoming,0,2010-09-29 10:58:59
SMS,Outgoing,0,2010-09-29 11:01:01
SMS,Outgoing,0,2010-09-29 11:02:12
SMS,Incoming,0,2010-09-29 11:02:25
SMS,Incoming,0,2010-09-29 11:05:13
SMS,Outgoing,0,2010-09-29 11:06:06
SMS,Outgoing,0,2010-09-29 11:06:26
SMS,Incoming,0,2010-09-29 11:11:07
SMS,Incoming,0,2010-09-29 11:21:47
SMS,Incoming,0,2010-09-29 12:07:53
SMS,Outgoing,0,2010-09-29 12:19:42
SMS,Incoming,0,2010-09-29 12:22:41
Voice,Incoming,440,2010-09-29 12:52:53
Voice,Outgoing,0,2010-09-29 14:48:30
SMS,Incoming,0,2010-09-29 14:50:10
Data,Outgoing,9,2010-09-29 14:55:42
SMS,Outgoing,0,2010-09-29 14:57:37
SMS,Outgoing,0,2010-09-29 14:59:29
SMS,Incoming,0,2010-09-29 15:00:35
SMS,Incoming,0,2010-09-29 15:12:36
Voice,Outgoing,123,2010-09-29 15:12:52
SMS,Outgoing,0,2010-09-29 15:16:26
Voice,Missed call,0,2010-09-29 15:20:59
Voice,Outgoing,73,2010-09-29 15:24:08
SMS,Incoming,0,2010-09-29 15:38:48
SMS,Outgoing,0,2010-09-29 15:41:17
SMS,Incoming,0,2010-09-29 15:46:18
SMS,Incoming,0,2010-09-29 15:49:56
SMS,Outgoing,0,2010-09-29 15:52:58
Voice,Incoming,292,2010-09-29 15:53:56
SMS,Outgoing,0,2010-09-29 15:54:15
SMS,Outgoing,0,2010-09-29 16:00:23
Voice,Outgoing,0,2010-09-29 16:01:25
SMS,Incoming,0,2010-09-29 16:18:40
SMS,Outgoing,0,2010-09-29 16:31:08
SMS,Incoming,0,2010-09-29 17:38:09
SMS,Incoming,0,2010-09-29 17:50:40
Voice,Missed call,0,2010-09-29 17:55:27
SMS,Outgoing,0,2010-09-29 18:45:01
Data,Outgoing,67,2010-09-29 18:47:02
SMS,Incoming,0,2010-09-29 18:48:04
SMS,Outgoing,0,2010-09-29 18:50:46
SMS,Outgoing,0,2010-09-29 18:52:42
SMS,Incoming,0,2010-09-29 18:53:15
Data,Outgoing,367,2010-09-29 19:08:25
Voice,Incoming,244,2010-09-29 19:11:51
SMS,Incoming,0,2010-09-29 19:27:24
SMS,Outgoing,0,2010-09-29 19:29:06
Data,Outgoing,210,2010-09-29 21:00:04
SMS,Incoming,0,2010-09-29 21:19:50
SMS,Outgoing,0,2010-09-29 21:24:43
SMS,Outgoing,0,2010-09-29 21:26:50
SMS,Incoming,0,2010-09-29 21:27:31
Data,Outgoing,1,2010-09-30 04:35:57
Data,Outgoing,3940,2010-09-30 04:35:59
Voice,Outgoing,97,2010-09-30 05:33:43
Data,Outgoing,1296,2010-09-30 05:41:48
Data,Outgoing,4503,2010-09-30 06:08:04
Voice,Missed call,0,2010-09-30 07:16:49
Voice,Outgoing,10,2010-09-30 09:26:47
Voice,Outgoing,65,2010-09-30 09:27:21
SMS,Outgoing,0,2010-09-30 09:29:20
Voice,Outgoing,41,2010-09-30 09:30:18
SMS,Outgoing,0,2010-09-30 09:36:15
SMS,Incoming,0,2010-09-30 09:42:57
SMS,Incoming,0,2010-09-30 09:51:03
SMS,Outgoing,0,2010-09-30 10:49:35
SMS,Incoming,0,2010-09-30 11:01:08
Voice,Incoming,81,2010-09-30 11:21:44
Voice,Incoming,218,2010-09-30 11:52:10
Voice,Outgoing,436,2010-09-30 11:59:01
SMS,Incoming,0,2010-09-30 12:03:25
SMS,Incoming,0,2010-09-30 12:24:34
Voice,Outgoing,57,2010-09-30 12:26:15
Voice,Outgoing,0,2010-09-30 13:29:46
SMS,Incoming,0,2010-09-30 15:31:02
SMS,Outgoing,0,2010-09-30 16:21:46
SMS,Incoming,0,2010-09-30 16:24:45
Voice,Outgoing,200,2010-09-30 16:28:14
SMS,Incoming,0,2010-09-30 16:31:12
SMS,Outgoing,0,2010-09-30 16:37:47
SMS,Outgoing,0,2010-09-30 16:39:34
SMS,Outgoing,0,2010-09-30 16:41:44
SMS,Incoming,0,2010-09-30 16:46:42
SMS,Incoming,0,2010-09-30 17:03:46
Data,Outgoing,1221,2010-09-30 17:23:54
Voice,Incoming,0,2010-09-30 17:41:44
Data,Outgoing,754,2010-09-30 17:44:16
Voice,Outgoing,0,2010-09-30 17:56:54
Voice,Outgoing,70,2010-09-30 17:57:24
Voice,Outgoing,19,2010-09-30 17:59:10
Voice,Outgoing,426,2010-09-30 18:01:11
Voice,Missed call,0,2010-09-30 18:25:41
SMS,Incoming,0,2010-09-30 18:32:35
SMS,Outgoing,0,2010-09-30 20:23:29
Voice,Outgoing,6,2010-09-30 20:59:57
Voice,Outgoing,122,2010-10-01 07:30:40
Data,Outgoing,146,2010-10-01 07:43:18
SMS,Incoming,0,2010-10-01 08:46:24
Voice,Outgoing,241,2010-10-01 08:51:01
Voice,Outgoing,325,2010-10-01 08:55:26
SMS,Outgoing,0,2010-10-01 09:02:04
Voice,Outgoing,217,2010-10-01 09:05:13
Voice,Outgoing,267,2010-10-01 09:57:31
SMS,Incoming,0,2010-10-01 10:36:47
Voice,Outgoing,312,2010-10-01 10:43:09
Voice,Outgoing,69,2010-10-01 10:49:13
Voice,Outgoing,95,2010-10-01 10:52:33
Voice,Outgoing,74,2010-10-01 10:59:13
Voice,Incoming,345,2010-10-01 11:11:48
Data,Outgoing,4864,2010-10-01 11:17:47
Voice,Outgoing,12,2010-10-01 12:38:39
Data,Outgoing,173,2010-10-01 12:41:16
Voice,Outgoing,30,2010-10-01 12:47:30
Data,Outgoing,109,2010-10-01 12:51:27
Data,Outgoing,7434,2010-10-01 13:07:37
Voice,Outgoing,7,2010-10-01 15:11:07
SMS,Outgoing,0,2010-10-01 15:33:20
SMS,Incoming,0,2010-10-01 15:34:37
Data,Outgoing,34,2010-10-01 15:42:50
Voice,Outgoing,26,2010-10-01 16:48:53
Data,Outgoing,150,2010-10-01 19:29:40
Data,Outgoing,15,2010-10-01 21:40:31
Data,Outgoing,15,2010-10-01 21:41:34
Data,Outgoing,15,2010-10-01 21:41:50
SMS,Outgoing,0,2010-10-02 08:37:35
SMS,Incoming,0,2010-10-02 22:41:17
SMS,Outgoing,0,2010-10-02 22:42:06
SMS,Incoming,0,2010-10-03 12:40:46
SMS,Incoming,0,2010-10-03 12:41:01
Voice,Missed call,0,2010-10-03 14:17:07
Voice,Outgoing,0,2010-10-03 15:49:05
Voice,Outgoing,0,2010-10-03 15:49:48
Voice,Outgoing,105,2010-10-03 15:52:57
Voice,Outgoing,0,2010-10-03 17:55:08
Voice,Outgoing,64,2010-10-03 18:50:13
Data,Outgoing,70,2010-10-03 18:51:27
Voice,Outgoing,18,2010-10-03 19:52:33
Data,Outgoing,62,2010-10-03 19:59:52
SMS,Outgoing,0,2010-10-03 20:02:24
SMS,Outgoing,0,2010-10-04 04:53:15
Data,Outgoing,1282,2010-10-04 05:01:36
Voice,Outgoing,0,2010-10-04 06:07:24
Voice,Outgoing,291,2010-10-04 06:08:20
SMS,Incoming,0,2010-10-04 06:57:43
SMS,Outgoing,0,2010-10-04 07:29:37
SMS,Incoming,0,2010-10-04 07:31:05
SMS,Outgoing,0,2010-10-04 07:33:05
SMS,Incoming,0,2010-10-04 07:47:21
SMS,Outgoing,0,2010-10-04 07:49:57
Voice,Incoming,56,2010-10-04 08:09:13
Voice,Outgoing,490,2010-10-04 08:10:32
SMS,Outgoing,0,2010-10-04 09:09:27
Voice,Outgoing,208,2010-10-04 09:12:14
Voice,Outgoing,0,2010-10-04 09:16:59
SMS,Outgoing,0,2010-10-04 09:28:55
SMS,Outgoing,0,2010-10-04 09:32:40
Voice,Outgoing,90,2010-10-04 09:34:23
SMS,Outgoing,0,2010-10-04 09:38:26
SMS,Incoming,0,2010-10-04 10:20:59
Voice,Outgoing,134,2010-10-04 12:11:41
Voice,Outgoing,38,2010-10-04 12:14:28
SMS,Incoming,0,2010-10-04 12:55:24
SMS,Outgoing,0,2010-10-04 13:01:11
SMS,Incoming,0,2010-10-04 13:01:44
SMS,Incoming,0,2010-10-04 13:48:56
SMS,Outgoing,0,2010-10-04 13:51:16
Voice,Outgoing,0,2010-10-04 14:02:02
Voice,Incoming,80,2010-10-04 14:05:01
Voice,Incoming,135,2010-10-04 14:12:28
SMS,Outgoing,0,2010-10-04 14:28:48
SMS,Incoming,0,2010-10-04 14:30:04
Voice,Missed call,0,2010-10-04 15:46:59
Voice,Outgoing,107,2010-10-04 15:47:57
Voice,Outgoing,3,2010-10-04 16:22:25
Voice,Incoming,77,2010-10-04 16:22:57
Voice,Outgoing,0,2010-10-04 16:51:51
SMS,Incoming,0,2010-10-04 18:55:16
SMS,Outgoing,0,2010-10-04 20:53:21
Data,Outgoing,29,2010-10-04 21:13:46
Voice,Outgoing,315,2010-10-05 06:38:08
SMS,Outgoing,0,2010-10-05 06:55:27
SMS,Incoming,0,2010-10-05 07:02:20
Voice,Outgoing,23,2010-10-05 07:19:35
SMS,Incoming,0,2010-10-05 09:48:08
SMS,Outgoing,0,2010-10-05 10:37:33
SMS,Incoming,0,2010-10-05 11:19:04
SMS,Outgoing,0,2010-10-05 11:25:26
SMS,Incoming,0,2010-10-05 11:32:33
SMS,Outgoing,0,2010-10-05 13:04:48
SMS,Incoming,0,2010-10-05 13:20:16
SMS,Incoming,0,2010-10-05 13:51:01
SMS,Outgoing,0,2010-10-05 14:49:49
Voice,Missed call,0,2010-10-05 15:08:42
SMS,Outgoing,0,2010-10-05 15:22:02
SMS,Incoming,0,2010-10-05 16:47:52
SMS,Incoming,0,2010-10-05 16:49:25
SMS,Outgoing,0,2010-10-05 17:29:51
SMS,Outgoing,0,2010-10-05 17:31:00
SMS,Incoming,0,2010-10-05 17:33:02
SMS,Incoming,0,2010-10-05 18:44:45
Voice,Outgoing,71,2010-10-05 19:16:56
SMS,Incoming,0,2010-10-05 19:37:07
SMS,Outgoing,0,2010-10-05 19:42:02
SMS,Incoming,0,2010-10-05 19:46:00
SMS,Outgoing,0,2010-10-05 19:50:45
SMS,Incoming,0,2010-10-05 19:54:18
SMS,Outgoing,0,2010-10-06 07:33:58
SMS,Outgoing,0,2010-10-06 07:34:44
SMS,Incoming,0,2010-10-06 07:39:52
SMS,Incoming,0,2010-10-06 11:17:13
SMS,Outgoing,0,2010-10-06 12:17:46
SMS,Incoming,0,2010-10-06 13:37:42
SMS,Incoming,0,2010-10-06 14:13:21
SMS,Outgoing,0,2010-10-06 14:18:51
SMS,Outgoing,0,2010-10-06 17:35:38
SMS,Incoming,0,2010-10-06 17:38:57
SMS,Outgoing,0,2010-10-06 17:41:31
SMS,Incoming,0,2010-10-06 17:46:12
SMS,Outgoing,0,2010-10-06 17:59:25
Voice,Missed call,0,2010-10-06 18:33:52
Voice,Outgoing,0,2010-10-06 18:56:45
SMS,Outgoing,0,2010-10-06 18:59:30
SMS,Incoming,0,2010-10-06 19:08:52
SMS,Outgoing,0,2010-10-06 19:21:30
SMS,Incoming,0,2010-10-06 19:23:37
SMS,Outgoing,0,2010-10-07 07:00:07
SMS,Incoming,0,2010-10-07 07:01:28
SMS,Incoming,0,2010-10-07 10:51:40
SMS,Incoming,0,2010-10-07 10:52:28
SMS,Outgoing,0,2010-10-07 10:58:49
SMS,Incoming,0,2010-10-07 11:21:23
SMS,Incoming,0,2010-10-07 11:38:28
SMS,Outgoing,0,2010-10-07 14:17:23
SMS,Incoming,0,2010-10-07 15:18:55
SMS,Outgoing,0,2010-10-07 15:23:24
SMS,Outgoing,0,2010-10-07 16:12:00
SMS,Outgoing,0,2010-10-07 16:13:34
SMS,Incoming,0,2010-10-07 16:16:18
SMS,Incoming,0,2010-10-07 18:24:32
SMS,Outgoing,0,2010-10-07 19:34:47
SMS,Outgoing,0,2010-10-07 19:42:32
SMS,Incoming,0,2010-10-07 20:06:37
SMS,Incoming,0,2010-10-07 20:17:09
SMS,Incoming,0,2010-10-07 21:18:44
SMS,Outgoing,0,2010-10-07 21:20:01
SMS,Incoming,0,2010-10-08 06:59:37
SMS,Outgoing,0,2010-10-08 08:33:09
SMS,Outgoing,0,2010-10-08 10:58:26
SMS,Incoming,0,2010-10-08 11:44:59
SMS,Incoming,0,2010-10-08 12:10:48
SMS,Outgoing,0,2010-10-08 12:47:31
SMS,Incoming,0,2010-10-08 13:07:52
SMS,Incoming,0,2010-10-08 13:45:27
SMS,Outgoing,0,2010-10-08 16:09:14
SMS,Outgoing,0,2010-10-08 18:01:46
SMS,Incoming,0,2010-10-08 18:22:46
SMS,Outgoing,0,2010-10-08 18:30:07
SMS,Incoming,0,2010-10-08 20:40:45
SMS,Incoming,0,2010-10-09 07:44:08
SMS,Outgoing,0,2010-10-09 08:40:13
Voice,Outgoing,63,2010-10-09 08:40:47
Data,Outgoing,14,2010-10-09 09:10:27
SMS,Incoming,0,2010-10-09 09:24:39
Data,Outgoing,10,2010-10-09 10:17:37
SMS,Incoming,0,2010-10-09 11:11:16
SMS,Outgoing,0,2010-10-09 11:49:23
SMS,Incoming,0,2010-10-09 13:16:49
SMS,Outgoing,0,2010-10-09 15:49:32
SMS,Outgoing,0,2010-10-09 15:55:31
Data,Outgoing,11,2010-10-09 15:57:46
SMS,Incoming,0,2010-10-09 15:58:26
SMS,Outgoing,0,2010-10-09 16:03:15
SMS,Incoming,0,2010-10-09 16:06:55
SMS,Incoming,0,2010-10-09 16:27:31
SMS,Incoming,0,2010-10-09 17:18:04
Data,Outgoing,8,2010-10-09 17:18:09
SMS,Outgoing,0,2010-10-09 17:19:11
Data,Outgoing,8,2010-10-09 17:23:33
SMS,Outgoing,0,2010-10-09 17:24:24
Voice,Outgoing,0,2010-10-09 17:25:13
Voice,Outgoing,0,2010-10-09 17:26:07
SMS,Incoming,0,2010-10-09 17:26:33
Voice,Outgoing,0,2010-10-09 17:26:53
Voice,Outgoing,72,2010-10-09 17:46:17
SMS,Outgoing,0,2010-10-09 17:48:53
SMS,Incoming,0,2010-10-09 17:50:09
SMS,Outgoing,0,2010-10-09 17:52:22
Voice,Incoming,238,2010-10-09 17:59:49
Voice,Incoming,171,2010-10-09 18:22:15
SMS,Outgoing,0,2010-10-09 18:28:49
Voice,Incoming,555,2010-10-09 18:33:53
SMS,Outgoing,0,2010-10-09 19:00:37
SMS,Incoming,0,2010-10-09 19:11:12
SMS,Incoming,0,2010-10-09 19:12:42
SMS,Incoming,0,2010-10-10 06:13:36
Voice,Outgoing,0,2010-10-10 10:52:20
SMS,Outgoing,0,2010-10-10 10:52:23
SMS,Incoming,0,2010-10-10 10:55:11
SMS,Incoming,0,2010-10-10 11:02:13
Voice,Outgoing,89,2010-10-10 11:03:59
Voice,Outgoing,0,2010-10-10 13:34:23
Voice,Outgoing,74,2010-10-10 13:35:13
Voice,Outgoing,745,2010-10-10 14:01:20
SMS,Incoming,0,2010-10-10 16:09:12
Data,Outgoing,20,2010-10-10 16:09:20
SMS,Outgoing,0,2010-10-10 16:38:52
SMS,Outgoing,0,2010-10-10 16:39:49
SMS,Incoming,0,2010-10-10 16:40:02
SMS,Incoming,0,2010-10-10 16:44:09
SMS,Incoming,0,2010-10-10 16:46:44
SMS,Outgoing,0,2010-10-10 19:54:05
SMS,Incoming,0,2010-10-10 20:07:23
SMS,Outgoing,0,2010-10-10 20:27:19
SMS,Outgoing,0,2010-10-10 21:01:13
SMS,Incoming,0,2010-10-10 21:03:46
SMS,Outgoing,0,2010-10-10 21:09:18
SMS,Outgoing,0,2010-10-10 21:14:44
SMS,Outgoing,0,2010-10-10 21:14:47
SMS,Incoming,0,2010-10-10 21:15:36
SMS,Outgoing,0,2010-10-11 06:42:33
SMS,Incoming,0,2010-10-11 06:47:58
Voice,Outgoing,0,2010-10-11 07:01:40
Voice,Outgoing,39,2010-10-11 07:08:27
Voice,Incoming,115,2010-10-11 07:54:22
SMS,Incoming,0,2010-10-11 07:57:53
Voice,Outgoing,235,2010-10-11 09:39:04
SMS,Outgoing,0,2010-10-11 09:45:33
SMS,Incoming,0,2010-10-11 09:47:26
Voice,Incoming,23,2010-10-11 10:21:49
Voice,Outgoing,38,2010-10-11 10:41:21
Voice,Outgoing,40,2010-10-11 10:57:09
Voice,Outgoing,194,2010-10-11 11:59:58
SMS,Outgoing,0,2010-10-11 12:26:00
Voice,Incoming,55,2010-10-11 12:30:28
Voice,Outgoing,95,2010-10-11 13:01:18
SMS,Incoming,0,2010-10-11 13:19:11
SMS,Outgoing,0,2010-10-11 13:22:55
SMS,Outgoing,0,2010-10-11 13:24:18
SMS,Incoming,0,2010-10-11 13:28:05
Voice,Incoming,302,2010-10-11 13:30:36
SMS,Outgoing,0,2010-10-11 13:37:41
SMS,Incoming,0,2010-10-11 13:41:04
SMS,Outgoing,0,2010-10-11 13:43:14
Voice,Incoming,60,2010-10-11 13:44:19
SMS,Incoming,0,2010-10-11 13:45:24
SMS,Outgoing,0,2010-10-11 13:53:32
SMS,Outgoing,0,2010-10-11 13:56:35
SMS,Incoming,0,2010-10-11 13:57:44
SMS,Outgoing,0,2010-10-11 13:59:43
SMS,Incoming,0,2010-10-11 14:03:37
Voice,Incoming,135,2010-10-11 14:22:52
SMS,Incoming,0,2010-10-11 14:23:11
Voice,Outgoing,358,2010-10-11 14:27:34
Voice,Incoming,123,2010-10-11 14:44:41
SMS,Outgoing,0,2010-10-11 14:48:17
SMS,Outgoing,0,2010-10-11 14:54:09
SMS,Incoming,0,2010-10-11 14:56:07
SMS,Outgoing,0,2010-10-11 14:57:49
SMS,Incoming,0,2010-10-11 15:10:27
SMS,Outgoing,0,2010-10-11 15:19:19
Voice,Missed call,0,2010-10-11 16:49:03
SMS,Incoming,0,2010-10-11 16:52:46
Voice,Outgoing,28,2010-10-11 17:03:46
SMS,Incoming,0,2010-10-11 17:14:18
SMS,Outgoing,0,2010-10-11 17:27:28
SMS,Outgoing,0,2010-10-11 17:50:33
Voice,Outgoing,116,2010-10-11 17:51:56
SMS,Incoming,0,2010-10-11 17:53:57
SMS,Incoming,0,2010-10-11 17:55:36
SMS,Outgoing,0,2010-10-11 17:56:16
SMS,Outgoing,0,2010-10-11 17:56:34
SMS,Incoming,0,2010-10-11 17:57:21
SMS,Incoming,0,2010-10-11 18:16:07
Data,Outgoing,7,2010-10-11 19:54:19
Data,Outgoing,6,2010-10-11 19:55:06
Data,Outgoing,21,2010-10-11 19:55:13
Data,Outgoing,7,2010-10-11 20:16:14
Data,Outgoing,2269,2010-10-11 20:55:09
SMS,Incoming,0,2010-10-11 21:29:01
SMS,Outgoing,0,2010-10-11 21:32:47
Data,Outgoing,23,2010-10-11 21:55:57
Data,Outgoing,6,2010-10-11 21:57:31
Data,Outgoing,27,2010-10-11 22:55:58
Data,Outgoing,9,2010-10-11 22:57:37
Data,Outgoing,24,2010-10-11 23:55:59
Data,Outgoing,6,2010-10-11 23:57:46
Data,Outgoing,23,2010-10-12 00:56:00
Data,Outgoing,9,2010-10-12 00:57:52
Data,Outgoing,23,2010-10-12 01:56:01
Data,Outgoing,5,2010-10-12 01:58:01
Data,Outgoing,24,2010-10-12 02:56:02
Data,Outgoing,6,2010-10-12 02:58:07
Data,Outgoing,23,2010-10-12 03:56:03
