"_time",timestamp,"src_host",hoststate,pl,rta,rtmin,rtmax
"2015-02-20T03:18:22.000-0800",1424431102,"host40",UP,"0%","1.063","0.930","1.400"
"2015-02-20T03:19:23.000-0800",1424431163,"host40",UP,"0%","1.120","0.871","1.490"
"2015-02-20T03:20:24.000-0800",1424431224,"host40",UP,"0%","1.482","0.996","2.997"
"2015-02-20T03:21:26.000-0800",1424431286,"host40",UP,"0%","1.611","0.956","3.599"
"2015-02-20T03:22:27.000-0800",1424431347,"host40",UP,"0%","1.026","0.976","1.153"
"2015-02-20T03:23:28.000-0800",1424431408,"host40",UP,"0%","1.185","0.913","1.740"
"2015-02-20T03:24:29.000-0800",1424431469,"host40",UP,"0%","1.156","0.994","1.373"
"2015-02-20T03:25:30.000-0800",1424431530,"host40",UP,"0%","1.289","0.909","2.325"
"2015-02-20T03:26:32.000-0800",1424431592,"host40",UP,"0%","1.036","0.920","1.220"
"2015-02-20T03:27:33.000-0800",1424431653,"host40",UP,"0%","0.962","0.884","1.091"
"2015-02-20T03:28:35.000-0800",1424431715,"host40",UP,"0%","1.228","0.868","1.642"
"2015-02-20T03:29:37.000-0800",1424431777,"host40",UP,"0%","1.214","0.884","2.027"
"2015-02-20T03:30:38.000-0800",1424431838,"host40",UP,"0%","0.981","0.902","1.113"
"2015-02-20T03:31:41.000-0800",1424431901,"host40",UP,"0%","1.827","0.986","4.427"
"2015-02-20T03:32:42.000-0800",1424431962,"host40",UP,"0%","1.021","0.847","1.212"
"2015-02-20T03:33:46.000-0800",1424432026,"host40",UP,"0%","1.052","0.969","1.159"
"2015-02-20T03:34:48.000-0800",1424432088,"host40",UP,"0%","0.987","0.906","1.041"
"2015-02-20T03:35:52.000-0800",1424432152,"host40",UP,"0%","0.970","0.889","1.035"
"2015-02-20T03:36:53.000-0800",1424432213,"host40",UP,"0%","1.331","0.933","2.075"
"2015-02-20T03:37:54.000-0800",1424432274,"host40",UP,"0%","3.641","1.009","10.859"
"2015-02-20T03:38:56.000-0800",1424432336,"host40",UP,"0%","1.039","0.904","1.168"
"2015-02-20T03:39:57.000-0800",1424432397,"host40",UP,"0%","1.821","0.982","4.913"
"2015-02-20T03:40:58.000-0800",1424432458,"host40",UP,"0%","2.532","0.849","8.756"
"2015-02-20T03:41:59.000-0800",1424432519,"host40",UP,"0%","1.164","0.946","1.484"
"2015-02-20T03:43:00.000-0800",1424432580,"host40",UP,"0%","1.291","1.109","1.784"
"2015-02-20T03:44:01.000-0800",1424432641,"host40",UP,"0%","1.012","0.936","1.075"
"2015-02-20T03:45:02.000-0800",1424432702,"host40",UP,"0%","0.992","0.875","1.093"
"2015-02-20T03:46:04.000-0800",1424432764,"host40",UP,"0%","1.472","1.150","2.122"
"2015-02-20T03:47:06.000-0800",1424432826,"host40",UP,"0%","2.066","1.309","3.012"
"2015-02-20T03:48:07.000-0800",1424432887,"host40",UP,"0%","1.456","1.321","1.649"
"2015-02-20T03:49:08.000-0800",1424432948,"host40",UP,"0%","1.342","1.116","1.818"
"2015-02-20T03:50:09.000-0800",1424433009,"host40",UP,"0%","2.920","0.957","8.755"
"2015-02-20T03:51:10.000-0800",1424433070,"host40",UP,"0%","1.118","0.947","1.400"
"2015-02-20T03:52:11.000-0800",1424433131,"host40",UP,"0%","1.060","0.883","1.169"
"2015-02-20T03:53:12.000-0800",1424433192,"host40",UP,"0%","1.237","0.935","1.675"
"2015-02-20T03:54:13.000-0800",1424433253,"host40",UP,"0%","1.341","1.091","1.803"
"2015-02-20T03:55:14.000-0800",1424433314,"host40",UP,"0%","2.278","1.944","3.167"
"2015-02-20T03:56:15.000-0800",1424433375,"host40",UP,"0%","1.123","0.900","1.340"
"2015-02-20T03:57:17.000-0800",1424433437,"host40",UP,"0%","1.064","0.950","1.299"
"2015-02-20T03:58:18.000-0800",1424433498,"host40",UP,"0%","1.051","0.924","1.173"
"2015-02-20T03:59:21.000-0800",1424433561,"host40",UP,"0%","1.177","0.894","1.589"
"2015-02-20T04:00:22.000-0800",1424433622,"host40",UP,"0%","1.100","0.954","1.362"
"2015-02-20T04:01:23.000-0800",1424433683,"host40",UP,"0%","1.107","0.951","1.602"
"2015-02-20T04:02:25.000-0800",1424433745,"host40",UP,"0%","1.828","0.970","4.110"
"2015-02-20T04:03:26.000-0800",1424433806,"host40",UP,"0%","1.334","1.059","1.690"
"2015-02-20T04:04:27.000-0800",1424433867,"host40",UP,"0%","1.537","0.970","2.745"
"2015-02-20T04:05:28.000-0800",1424433928,"host40",UP,"0%","1.267","1.002","1.828"
"2015-02-20T04:06:29.000-0800",1424433989,"host40",UP,"0%","1.365","1.254","1.553"
"2015-02-20T04:07:30.000-0800",1424434050,"host40",UP,"0%","1.133","0.997","1.352"
"2015-02-20T04:08:32.000-0800",1424434112,"host40",UP,"0%","1.026","0.962","1.098"
"2015-02-20T04:09:33.000-0800",1424434173,"host40",UP,"0%","1.595","1.333","1.949"
"2015-02-20T04:10:35.000-0800",1424434235,"host40",UP,"0%","9.566","7.395","12.222"
"2015-02-20T04:11:37.000-0800",1424434297,"host40",UP,"0%","1.113","0.949","1.409"
"2015-02-20T04:12:38.000-0800",1424434358,"host40",UP,"0%","1.024","0.887","1.187"
"2015-02-20T04:13:41.000-0800",1424434421,"host40",UP,"0%","2.608","1.129","4.620"
"2015-02-20T04:14:42.000-0800",1424434482,"host40",UP,"0%","1.295","1.145","1.435"
"2015-02-20T04:15:46.000-0800",1424434546,"host40",UP,"0%","1.088","0.984","1.351"
"2015-02-20T04:16:48.000-0800",1424434608,"host40",UP,"0%","1.062","0.923","1.345"
"2015-02-20T04:17:51.000-0800",1424434671,"host40",UP,"0%","2.026","1.094","5.311"
"2015-02-20T04:18:53.000-0800",1424434733,"host40",UP,"0%","1.075","0.956","1.179"
"2015-02-20T04:19:55.000-0800",1424434795,"host40",UP,"0%","1.315","1.133","1.591"
"2015-02-20T04:20:56.000-0800",1424434856,"host40",UP,"0%","1.209","0.947","2.045"
"2015-02-20T04:21:57.000-0800",1424434917,"host40",UP,"0%","3.087","0.958","11.043"
"2015-02-20T04:22:58.000-0800",1424434978,"host40",UP,"0%","1.381","0.944","1.704"
"2015-02-20T04:23:59.000-0800",1424435039,"host40",UP,"0%","1.042","0.953","1.133"
"2015-02-20T04:25:00.000-0800",1424435100,"host40",UP,"0%","1.109","1.047","1.183"
"2015-02-20T04:26:01.000-0800",1424435161,"host40",UP,"0%","1.272","0.927","1.984"
"2015-02-20T04:27:04.000-0800",1424435224,"host40",UP,"0%","1.121","1.037","1.268"
"2015-02-20T04:28:05.000-0800",1424435285,"host40",UP,"0%","1.679","1.506","1.862"
"2015-02-20T04:29:06.000-0800",1424435346,"host40",UP,"0%","2.650","0.970","8.813"
"2015-02-20T04:30:07.000-0800",1424435407,"host40",UP,"0%","1.369","0.966","2.346"
"2015-02-20T04:31:08.000-0800",1424435468,"host40",UP,"0%","1.175","0.964","1.323"
"2015-02-20T04:32:09.000-0800",1424435529,"host40",UP,"0%","1.097","0.966","1.289"
"2015-02-20T04:33:10.000-0800",1424435590,"host40",UP,"0%","3.878","1.019","13.387"
"2015-02-20T04:34:11.000-0800",1424435651,"host40",UP,"0%","0.948","0.891","1.041"
"2015-02-20T04:35:12.000-0800",1424435712,"host40",UP,"0%","1.092","1.027","1.256"
"2015-02-20T04:36:13.000-0800",1424435773,"host40",UP,"0%","1.104","0.946","1.600"
"2015-02-20T04:37:14.000-0800",1424435834,"host40",UP,"0%","1.562","0.971","2.866"
"2015-02-20T04:38:15.000-0800",1424435895,"host40",UP,"0%","1.066","0.897","1.434"
"2015-02-20T04:39:17.000-0800",1424435957,"host40",UP,"0%","1.947","1.087","2.981"
"2015-02-20T04:40:18.000-0800",1424436018,"host40",UP,"0%","2.354","1.062","5.488"
"2015-02-20T04:41:21.000-0800",1424436081,"host40",UP,"0%","1.040","0.916","1.333"
"2015-02-20T04:42:22.000-0800",1424436142,"host40",UP,"0%","1.230","1.004","1.533"
"2015-02-20T04:43:23.000-0800",1424436203,"host40",UP,"0%","1.271","0.970","1.855"
"2015-02-20T04:44:24.000-0800",1424436264,"host40",UP,"0%","2.780","2.410","3.396"
"2015-02-20T04:45:25.000-0800",1424436325,"host40",UP,"0%","1.791","1.302","2.662"
"2015-02-20T04:46:26.000-0800",1424436386,"host40",UP,"0%","1.097","0.997","1.189"
"2015-02-20T04:47:27.000-0800",1424436447,"host40",UP,"0%","1.114","0.961","1.333"
"2015-02-20T04:48:28.000-0800",1424436508,"host40",UP,"0%","1.015","0.975","1.102"
"2015-02-20T04:49:29.000-0800",1424436569,"host40",UP,"0%","1.151","0.976","1.707"
"2015-02-20T04:50:30.000-0800",1424436630,"host40",UP,"0%","1.217","0.968","1.845"
"2015-02-20T04:51:32.000-0800",1424436692,"host40",UP,"0%","1.137","0.965","1.378"
"2015-02-20T04:52:33.000-0800",1424436753,"host40",UP,"0%","1.265","1.036","1.645"
"2015-02-20T04:53:35.000-0800",1424436815,"host40",UP,"0%","2.367","1.456","4.291"
"2015-02-20T04:54:37.000-0800",1424436877,"host40",UP,"0%","1.140","0.933","1.435"
"2015-02-20T04:55:38.000-0800",1424436938,"host40",UP,"0%","1.253","1.093","1.455"
"2015-02-20T04:56:41.000-0800",1424437001,"host40",UP,"0%","1.333","1.059","2.140"
"2015-02-20T04:57:42.000-0800",1424437062,"host40",UP,"0%","1.136","0.998","1.298"
"2015-02-20T04:58:46.000-0800",1424437126,"host40",UP,"0%","2.181","0.943","4.744"
"2015-02-20T04:59:48.000-0800",1424437188,"host40",UP,"0%","0.946","0.864","1.034"
"2015-02-20T05:00:51.000-0800",1424437251,"host40",UP,"0%","1.009","0.944","1.108"
"2015-02-20T05:01:53.000-0800",1424437313,"host40",UP,"0%","1.076","0.870","1.613"
"2015-02-20T05:02:55.000-0800",1424437375,"host40",UP,"0%","1.057","0.957","1.179"
"2015-02-20T05:03:56.000-0800",1424437436,"host40",UP,"0%","1.238","0.965","2.014"
"2015-02-20T05:04:57.000-0800",1424437497,"host40",UP,"0%","2.491","1.167","5.444"
"2015-02-20T05:05:58.000-0800",1424437558,"host40",UP,"0%","1.143","0.973","1.528"
"2015-02-20T05:06:59.000-0800",1424437619,"host40",UP,"0%","2.977","0.911","10.839"
"2015-02-20T05:08:00.000-0800",1424437680,"host40",UP,"0%","1.036","0.886","1.365"
"2015-02-20T05:09:01.000-0800",1424437741,"host40",UP,"0%","1.429","1.010","2.152"
"2015-02-20T05:10:02.000-0800",1424437802,"host40",UP,"0%","1.140","0.954","1.510"
"2015-02-20T05:11:04.000-0800",1424437864,"host40",UP,"0%","1.284","0.935","2.247"
"2015-02-20T05:12:05.000-0800",1424437925,"host40",UP,"0%","1.777","0.880","3.663"
"2015-02-20T05:13:06.000-0800",1424437986,"host40",UP,"0%","1.045","0.988","1.166"
"2015-02-20T05:14:07.000-0800",1424438047,"host40",UP,"0%","1.747","1.026","2.653"
"2015-02-20T05:15:08.000-0800",1424438108,"host40",UP,"0%","1.229","1.069","1.664"
"2015-02-20T05:16:09.000-0800",1424438169,"host40",UP,"0%","1.005","0.858","1.196"
"2015-02-20T05:17:10.000-0800",1424438230,"host40",UP,"0%","1.526","0.959","3.312"
"2015-02-20T05:18:11.000-0800",1424438291,"host40",UP,"0%","1.247","1.033","1.648"
"2015-02-20T05:19:12.000-0800",1424438352,"host40",UP,"0%","1.019","0.980","1.066"
"2015-02-20T05:20:13.000-0800",1424438413,"host40",UP,"0%","1.002","0.956","1.139"
"2015-02-20T05:21:14.000-0800",1424438474,"host40",UP,"0%","1.078","0.919","1.398"
"2015-02-20T05:22:15.000-0800",1424438535,"host40",UP,"0%","1.366","1.013","1.712"
"2015-02-20T05:23:17.000-0800",1424438597,"host40",UP,"0%","1.507","1.036","2.083"
"2015-02-20T05:24:18.000-0800",1424438658,"host40",UP,"0%","1.068","0.964","1.280"
"2015-02-20T05:25:21.000-0800",1424438721,"host40",UP,"0%","1.099","0.860","1.678"
"2015-02-20T05:26:22.000-0800",1424438782,"host40",UP,"0%","1.080","0.941","1.264"
"2015-02-20T05:27:23.000-0800",1424438843,"host40",UP,"0%","1.599","0.946","3.035"
"2015-02-20T05:28:25.000-0800",1424438905,"host40",UP,"0%","1.417","0.951","1.866"
"2015-02-20T05:29:26.000-0800",1424438966,"host40",UP,"0%","1.058","0.904","1.186"
"2015-02-20T05:30:28.000-0800",1424439028,"host40",UP,"0%","1.131","1.004","1.277"
"2015-02-20T05:31:29.000-0800",1424439089,"host40",UP,"0%","1.131","0.992","1.387"
"2015-02-20T05:32:30.000-0800",1424439150,"host40",UP,"0%","1.107","0.968","1.425"
"2015-02-20T05:33:32.000-0800",1424439212,"host40",UP,"0%","1.107","0.866","1.697"
"2015-02-20T05:34:33.000-0800",1424439273,"host40",UP,"0%","1.180","0.920","1.500"
"2015-02-20T05:35:35.000-0800",1424439335,"host40",UP,"0%","1.156","1.069","1.410"
"2015-02-20T05:36:37.000-0800",1424439397,"host40",UP,"0%","3.097","0.954","9.978"
"2015-02-20T05:37:38.000-0800",1424439458,"host40",UP,"0%","2.925","1.052","9.256"
"2015-02-20T05:38:41.000-0800",1424439521,"host40",UP,"0%","0.983","0.906","1.045"
"2015-02-20T05:39:42.000-0800",1424439582,"host40",UP,"0%","1.072","0.902","1.167"
"2015-02-20T05:40:46.000-0800",1424439646,"host40",UP,"0%","1.196","1.014","1.436"
"2015-02-20T05:41:48.000-0800",1424439708,"host40",UP,"0%","1.341","0.960","2.056"
"2015-02-20T05:42:51.000-0800",1424439771,"host40",UP,"0%","1.424","0.997","2.531"
"2015-02-20T05:43:53.000-0800",1424439833,"host40",UP,"0%","1.655","1.163","2.396"
"2015-02-20T05:44:54.000-0800",1424439894,"host40",UP,"0%","1.023","0.936","1.127"
"2015-02-20T05:45:56.000-0800",1424439956,"host40",UP,"0%","1.480","0.933","2.886"
"2015-02-20T05:46:57.000-0800",1424440017,"host40",UP,"0%","1.695","1.065","2.240"
"2015-02-20T05:47:58.000-0800",1424440078,"host40",UP,"0%","1.021","0.981","1.100"
"2015-02-20T05:48:59.000-0800",1424440139,"host40",UP,"0%","1.504","0.927","2.240"
"2015-02-20T05:50:00.000-0800",1424440200,"host40",UP,"0%","1.054","0.914","1.229"
"2015-02-20T05:51:01.000-0800",1424440261,"host40",UP,"0%","1.072","0.959","1.280"
"2015-02-20T05:52:04.000-0800",1424440324,"host40",UP,"0%","1.469","1.317","1.573"
"2015-02-20T05:53:05.000-0800",1424440385,"host40",UP,"0%","1.114","1.003","1.489"
"2015-02-20T05:54:06.000-0800",1424440446,"host40",UP,"0%","0.961","0.867","1.045"
"2015-02-20T05:55:07.000-0800",1424440507,"host40",UP,"0%","1.155","0.982","1.320"
"2015-02-20T05:56:08.000-0800",1424440568,"host40",UP,"0%","1.786","0.987","4.588"
"2015-02-20T05:57:09.000-0800",1424440629,"host40",UP,"0%","1.076","0.923","1.176"
"2015-02-20T05:58:10.000-0800",1424440690,"host40",UP,"0%","1.145","0.961","1.443"
"2015-02-20T05:59:11.000-0800",1424440751,"host40",UP,"0%","1.039","0.954","1.144"
"2015-02-20T06:00:12.000-0800",1424440812,"host40",UP,"0%","1.119","0.926","1.239"
"2015-02-20T06:01:13.000-0800",1424440873,"host40",UP,"0%","1.611","0.945","3.663"
"2015-02-20T06:02:14.000-0800",1424440934,"host40",UP,"0%","1.218","0.895","2.095"
"2015-02-20T06:03:15.000-0800",1424440995,"host40",UP,"0%","1.129","0.986","1.561"
"2015-02-20T06:04:16.000-0800",1424441056,"host40",UP,"0%","2.073","1.254","2.951"
"2015-02-20T06:05:18.000-0800",1424441118,"host40",UP,"0%","1.116","0.950","1.296"
"2015-02-20T06:06:21.000-0800",1424441181,"host40",UP,"0%","1.383","0.972","2.222"
"2015-02-20T06:07:22.000-0800",1424441242,"host40",UP,"0%","1.706","0.985","2.843"
"2015-02-20T06:08:23.000-0800",1424441303,"host40",UP,"0%","1.362","0.891","2.365"
"2015-02-20T06:09:25.000-0800",1424441365,"host40",UP,"0%","1.088","0.985","1.379"
"2015-02-20T06:10:26.000-0800",1424441426,"host40",UP,"0%","1.821","0.866","5.439"
"2015-02-20T06:11:27.000-0800",1424441487,"host40",UP,"0%","1.314","0.932","2.065"
"2015-02-20T06:12:28.000-0800",1424441548,"host40",UP,"0%","1.079","0.992","1.179"
"2015-02-20T06:13:29.000-0800",1424441609,"host40",UP,"0%","1.095","0.912","1.424"
"2015-02-20T06:14:30.000-0800",1424441670,"host40",UP,"0%","1.001","0.950","1.084"
"2015-02-20T06:15:32.000-0800",1424441732,"host40",UP,"0%","1.576","0.962","2.994"
"2015-02-20T06:16:33.000-0800",1424441793,"host40",UP,"0%","4.540","0.879","18.753"
"2015-02-20T06:17:35.000-0800",1424441855,"host40",UP,"0%","1.126","0.942","1.462"
"2015-02-20T06:18:37.000-0800",1424441917,"host40",UP,"0%","1.115","1.015","1.224"
"2015-02-20T06:19:38.000-0800",1424441978,"host40",UP,"0%","1.879","1.284","2.516"
"2015-02-20T06:20:41.000-0800",1424442041,"host40",UP,"0%","1.581","1.250","1.958"
"2015-02-20T06:21:42.000-0800",1424442102,"host40",UP,"0%","1.951","1.012","4.326"
"2015-02-20T06:22:46.000-0800",1424442166,"host40",UP,"0%","1.108","0.993","1.326"
"2015-02-20T06:23:48.000-0800",1424442228,"host40",UP,"0%","1.024","0.974","1.081"
"2015-02-20T06:24:52.000-0800",1424442292,"host40",UP,"0%","1.129","0.888","1.608"
"2015-02-20T06:25:53.000-0800",1424442353,"host40",UP,"0%","2.844","1.010","9.841"
"2015-02-20T06:26:54.000-0800",1424442414,"host40",UP,"0%","1.211","1.001","1.688"
"2015-02-20T06:27:56.000-0800",1424442476,"host40",UP,"0%","1.448","0.953","2.607"
"2015-02-20T06:28:57.000-0800",1424442537,"host40",UP,"0%","1.075","0.941","1.271"
"2015-02-20T06:29:58.000-0800",1424442598,"host40",UP,"0%","1.545","1.018","2.681"
"2015-02-20T06:30:59.000-0800",1424442659,"host40",UP,"0%","1.105","0.939","1.262"
"2015-02-20T06:32:00.000-0800",1424442720,"host40",UP,"0%","1.080","0.919","1.407"
"2015-02-20T06:33:01.000-0800",1424442781,"host40",UP,"0%","1.009","0.948","1.100"
"2015-02-20T06:34:02.000-0800",1424442842,"host40",UP,"0%","1.045","0.925","1.319"
"2015-02-20T06:35:04.000-0800",1424442904,"host40",UP,"0%","3.209","0.939","9.453"
"2015-02-20T06:36:05.000-0800",1424442965,"host40",UP,"0%","1.705","0.997","2.728"
"2015-02-20T06:37:06.000-0800",1424443026,"host40",UP,"0%","1.138","1.002","1.249"
"2015-02-20T06:38:07.000-0800",1424443087,"host40",UP,"0%","1.227","1.035","1.509"
"2015-02-20T06:39:08.000-0800",1424443148,"host40",UP,"0%","3.078","1.532","8.715"
"2015-02-20T06:40:09.000-0800",1424443209,"host40",UP,"0%","1.442","1.089","2.113"
"2015-02-20T06:41:10.000-0800",1424443270,"host40",UP,"0%","1.069","0.947","1.220"
"2015-02-20T06:42:11.000-0800",1424443331,"host40",UP,"0%","1.421","0.990","2.054"
"2015-02-20T06:43:12.000-0800",1424443392,"host40",UP,"0%","3.657","1.100","8.616"
"2015-02-20T06:44:13.000-0800",1424443453,"host40",UP,"0%","1.434","1.035","2.396"
"2015-02-20T06:45:14.000-0800",1424443514,"host40",UP,"0%","1.054","0.998","1.161"
"2015-02-20T06:46:15.000-0800",1424443575,"host40",UP,"0%","1.336","0.991","1.979"
"2015-02-20T06:47:17.000-0800",1424443637,"host40",UP,"0%","1.905","1.074","4.926"
"2015-02-20T06:48:21.000-0800",1424443701,"host40",UP,"0%","6.226","1.345","16.660"
"2015-02-20T06:49:22.000-0800",1424443762,"host40",UP,"0%","1.168","1.028","1.349"
"2015-02-20T06:50:23.000-0800",1424443823,"host40",UP,"0%","1.465","1.012","2.731"
"2015-02-20T06:51:24.000-0800",1424443884,"host40",UP,"0%","1.510","1.091","2.089"
"2015-02-20T06:52:25.000-0800",1424443945,"host40",UP,"0%","1.107","0.972","1.282"
"2015-02-20T06:53:26.000-0800",1424444006,"host40",UP,"0%","1.739","1.060","4.260"
"2015-02-20T06:54:28.000-0800",1424444068,"host40",UP,"0%","1.260","0.988","1.463"
"2015-02-20T06:55:29.000-0800",1424444129,"host40",UP,"0%","1.071","0.926","1.395"
"2015-02-20T06:56:30.000-0800",1424444190,"host40",UP,"0%","0.992","0.928","1.039"
"2015-02-20T06:57:32.000-0800",1424444252,"host40",UP,"0%","1.045","0.907","1.281"
"2015-02-20T06:58:33.000-0800",1424444313,"host40",UP,"0%","1.353","0.866","2.463"
"2015-02-20T06:59:35.000-0800",1424444375,"host40",UP,"0%","1.543","1.115","2.210"
"2015-02-20T07:00:37.000-0800",1424444437,"host40",UP,"0%","1.166","0.938","1.374"
"2015-02-20T07:01:38.000-0800",1424444498,"host40",UP,"0%","1.048","0.931","1.424"
"2015-02-20T07:02:41.000-0800",1424444561,"host40",UP,"0%","1.196","1.002","1.764"
"2015-02-20T07:03:42.000-0800",1424444622,"host40",UP,"0%","1.861","1.051","3.106"
"2015-02-20T07:04:46.000-0800",1424444686,"host40",UP,"0%","1.583","0.990","3.152"
"2015-02-20T07:05:48.000-0800",1424444748,"host40",UP,"0%","1.062","0.938","1.225"
"2015-02-20T07:06:52.000-0800",1424444812,"host40",UP,"0%","2.451","1.023","4.750"
"2015-02-20T07:07:53.000-0800",1424444873,"host40",UP,"0%","1.217","0.863","2.173"
"2015-02-20T07:08:55.000-0800",1424444935,"host40",UP,"0%","1.076","0.884","1.464"
"2015-02-20T07:09:56.000-0800",1424444996,"host40",UP,"0%","1.101","0.912","1.511"
"2015-02-20T07:10:57.000-0800",1424445057,"host40",UP,"0%","1.190","0.948","1.354"
"2015-02-20T07:11:58.000-0800",1424445118,"host40",UP,"0%","1.561","1.065","2.766"
"2015-02-20T07:12:59.000-0800",1424445179,"host40",UP,"0%","2.375","0.975","6.011"
"2015-02-20T07:14:00.000-0800",1424445240,"host40",UP,"0%","1.184","1.042","1.333"
"2015-02-20T07:15:02.000-0800",1424445302,"host40",UP,"0%","1.148","0.981","1.458"
"2015-02-20T07:16:04.000-0800",1424445364,"host40",UP,"0%","1.115","0.901","1.480"
"2015-02-20T07:17:05.000-0800",1424445425,"host40",UP,"0%","2.094","1.055","5.003"
"2015-02-20T07:18:06.000-0800",1424445486,"host40",UP,"0%","1.076","0.988","1.174"
"2015-02-20T07:19:07.000-0800",1424445547,"host40",UP,"0%","1.354","0.970","2.270"
"2015-02-20T07:20:08.000-0800",1424445608,"host40",UP,"0%","3.040","1.006","10.921"
"2015-02-20T07:21:09.000-0800",1424445669,"host40",UP,"0%","1.188","0.915","1.561"
"2015-02-20T07:22:10.000-0800",1424445730,"host40",UP,"0%","1.159","0.941","1.345"
"2015-02-20T07:23:11.000-0800",1424445791,"host40",UP,"0%","1.213","0.996","1.656"
"2015-02-20T07:24:12.000-0800",1424445852,"host40",UP,"0%","1.056","1.000","1.181"
"2015-02-20T07:25:13.000-0800",1424445913,"host40",UP,"0%","1.023","0.868","1.209"
"2015-02-20T07:26:14.000-0800",1424445974,"host40",UP,"0%","1.050","0.950","1.187"
"2015-02-20T07:27:15.000-0800",1424446035,"host40",UP,"0%","1.186","1.069","1.294"
"2015-02-20T07:28:17.000-0800",1424446097,"host40",UP,"0%","1.012","0.930","1.083"
"2015-02-20T07:29:18.000-0800",1424446158,"host40",UP,"0%","0.985","0.935","1.017"
"2015-02-20T07:30:21.000-0800",1424446221,"host40",UP,"0%","1.102","0.901","1.378"
"2015-02-20T07:31:22.000-0800",1424446282,"host40",UP,"0%","1.019","0.858","1.093"
"2015-02-20T07:32:23.000-0800",1424446343,"host40",UP,"0%","1.782","1.045","2.711"
"2015-02-20T07:33:25.000-0800",1424446405,"host40",UP,"0%","1.057","0.948","1.299"
"2015-02-20T07:34:26.000-0800",1424446466,"host40",UP,"0%","1.098","0.984","1.251"
"2015-02-20T07:35:27.000-0800",1424446527,"host40",UP,"0%","1.058","0.924","1.145"
"2015-02-20T07:36:29.000-0800",1424446589,"host40",UP,"0%","2.071","1.284","3.508"
"2015-02-20T07:37:30.000-0800",1424446650,"host40",UP,"0%","1.124","0.986","1.444"
"2015-02-20T07:38:32.000-0800",1424446712,"host40",UP,"0%","2.559","0.946","6.921"
"2015-02-20T07:39:33.000-0800",1424446773,"host40",UP,"0%","0.963","0.924","1.033"
"2015-02-20T07:40:35.000-0800",1424446835,"host40",UP,"0%","1.107","0.958","1.476"
"2015-02-20T07:41:37.000-0800",1424446897,"host40",UP,"0%","0.955","0.866","1.042"
"2015-02-20T07:42:38.000-0800",1424446958,"host40",UP,"0%","1.163","0.891","1.626"
"2015-02-20T07:43:41.000-0800",1424447021,"host40",UP,"0%","1.403","0.938","2.287"
"2015-02-20T07:44:42.000-0800",1424447082,"host40",UP,"0%","0.982","0.918","1.013"
"2015-02-20T07:45:46.000-0800",1424447146,"host40",UP,"0%","1.062","0.922","1.270"
"2015-02-20T07:46:48.000-0800",1424447208,"host40",UP,"0%","1.237","0.991","1.896"
"2015-02-20T07:47:52.000-0800",1424447272,"host40",UP,"0%","1.243","0.913","1.582"
"2015-02-20T07:48:53.000-0800",1424447333,"host40",UP,"0%","0.996","0.951","1.054"
"2015-02-20T07:49:54.000-0800",1424447394,"host40",UP,"0%","1.446","0.960","2.308"
"2015-02-20T07:50:56.000-0800",1424447456,"host40",UP,"0%","0.975","0.924","1.024"
"2015-02-20T07:51:57.000-0800",1424447517,"host40",UP,"0%","1.046","0.916","1.159"
"2015-02-20T07:52:58.000-0800",1424447578,"host40",UP,"0%","1.167","1.093","1.215"
"2015-02-20T07:53:59.000-0800",1424447639,"host40",UP,"0%","1.110","1.039","1.211"
"2015-02-20T07:55:00.000-0800",1424447700,"host40",UP,"0%","1.176","0.947","1.741"
"2015-02-20T07:56:01.000-0800",1424447761,"host40",UP,"0%","1.140","0.933","1.712"
"2015-02-20T07:57:02.000-0800",1424447822,"host40",UP,"0%","1.676","1.114","2.690"
"2015-02-20T07:58:04.000-0800",1424447884,"host40",UP,"0%","1.342","0.959","1.958"
"2015-02-20T07:59:05.000-0800",1424447945,"host40",UP,"0%","1.017","0.842","1.232"
"2015-02-20T08:00:06.000-0800",1424448006,"host40",UP,"0%","1.079","0.938","1.311"
"2015-02-20T08:01:07.000-0800",1424448067,"host40",UP,"0%","1.069","0.986","1.268"
"2015-02-20T08:02:08.000-0800",1424448128,"host40",UP,"0%","0.991","0.880","1.101"
"2015-02-20T08:03:09.000-0800",1424448189,"host40",UP,"0%","1.060","0.993","1.161"
"2015-02-20T08:04:10.000-0800",1424448250,"host40",UP,"0%","1.208","1.034","1.390"
"2015-02-20T08:05:11.000-0800",1424448311,"host40",UP,"0%","1.069","0.935","1.332"
"2015-02-20T08:06:12.000-0800",1424448372,"host40",UP,"0%","0.995","0.925","1.066"
"2015-02-20T08:07:13.000-0800",1424448433,"host40",UP,"0%","1.228","1.017","1.529"
"2015-02-20T08:08:14.000-0800",1424448494,"host40",UP,"0%","1.338","0.990","2.373"
"2015-02-20T08:09:15.000-0800",1424448555,"host40",UP,"0%","1.107","0.984","1.349"
"2015-02-20T08:10:16.000-0800",1424448616,"host40",UP,"0%","1.063","0.916","1.280"
"2015-02-20T08:11:18.000-0800",1424448678,"host40",UP,"0%","1.036","0.960","1.143"
"2015-02-20T08:12:19.000-0800",1424448739,"host40",UP,"0%","1.058","0.936","1.271"
"2015-02-20T08:13:22.000-0800",1424448802,"host40",UP,"0%","1.130","0.931","1.335"
"2015-02-20T08:14:23.000-0800",1424448863,"host40",UP,"0%","1.110","0.895","1.619"
