Date,CapacityBytes,Model,SerialNumber,SMART_1_Raw,SMART_2_Raw,SMART_3_Raw,SMART_4_Raw,SMART_5_Raw,DiskFailure
1/14/15,4.00E+12,ST4000DM000,W300BLPN,127936840,0,13864,26,0,No
11/26/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG5XT9A,0,0,14324,28,0,No
8/3/14,6.00E+12,WDC WD60EFRX,WD-WX11D4411913,0,0,109,24,0,Yes
1/15/14,3.00E+12,ST3000DM001,S1F02HA8,32258483,64720,16432,24,48,Yes
6/4/13,2.00E+12,ST32000542AS,5XW08FX9,154992356,118,12681,18,0,Yes
3/24/14,4.00E+12,ST4000DM000,W3004WAF,239675536,0,5189,17,0,Yes
4/15/14,4.00E+12,Hitachi HDS5C4040ALE630,PL2311LAG1PP5C,0,0,10410,27,0,No
7/17/14,3.00E+12,ST3000DM001,Z1F0531X,5389480,0,8102,27,0,Yes
8/13/15,4.00E+12,ST4000DM000,S30116PR,89574720,0,2817,16,0,No
5/7/15,2.00E+12,Hitachi HDS722020ALA330,JK1101B9JLV68F,0,0,36275,22,0,No
6/25/14,4.00E+12,ST4000DM000,S30075FT,145394136,0,2622,26,0,Yes
10/13/14,4.00E+12,ST4000DM000,Z3015DHE,65105768,0,4008,28,0,Yes
7/3/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGS937H,0,0,9129,24,0,No
6/11/15,4.00E+12,ST4000DM000,W30045Y9,193625304,0,15358,21,0,No
11/27/13,1.00E+12,WDC WD10EACS,WD-WCAU45613665,0,0,42049,25,0,No
11/22/13,1.50E+12,ST31500341AS,9VS3JZ9H,23167051,2444,30718,19,0,Yes
5/27/15,1.50E+12,ST31500541AS,9XW01YME,197807176,224,47792,24,0,Yes
7/24/13,3.00E+12,ST3000DM001,S1F04D6P,238803568,39440,12229,21,0,Yes
6/3/15,4.00E+12,ST4000DM000,Z300XH6E,35500264,368,13822,24,0,Yes
10/29/13,1.50E+12,ST31500541AS,6XW017E7,196740742,0,34405,22,0,No
10/24/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7XB4F,2,0,23761,30,0,No
11/9/14,4.00E+12,ST4000DM000,W300CQNF,163578424,0,12131,24,0,No
3/28/14,1.50E+12,ST31500541AS,6XW04VE9,187036600,0,38319,21,0,No
5/7/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG34M6H,0,0,10172,25,0,No
4/19/14,4.00E+12,ST4000DM000,Z30149N4,184186008,0,564,27,0,No
2/25/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAGAXMEH,0,0,6872,33,0,No
12/20/13,3.00E+12,ST3000DM001,S1F04D68,123496128,64320,15399,22,8,Yes
4/16/13,1.50E+12,ST1500DL003,5YD8B2PN,443040,0,4307,20,0,Yes
5/27/14,3.00E+12,ST3000DM001,S1F024Y7,195364840,0,16354,27,0,Yes
2/9/14,1.00E+12,WDC WD10EADS,WD-WCAU47761246,5,0,41908,31,0,No
8/10/15,4.00E+12,HGST HMS5C4040BLE640,PL1331LAGLZ3RH,0,0,10524,28,0,No
8/3/13,3.00E+12,WDC WD30EFRX,WD-WMC1T1611204,0,0,4593,25,0,No
9/16/14,4.00E+12,ST4000DM000,W300R6Y0,156048656,0,5493,32,0,No
3/8/14,4.00E+12,ST4000DM000,W300J608,119305576,0,4335,19,0,No
4/1/14,3.00E+12,ST3000DM001,W1F09EQA,221551608,47936,16007,23,256,Yes
8/7/13,1.50E+12,ST31500341AS,9VS22HAQ,8897894,4095,32499,29,0,Yes
4/9/14,3.00E+12,ST3000DM001,W1F0A5XG,211448184,0,18230,24,16,Yes
7/15/14,3.00E+12,ST3000DM001,W1F09NNW,97426920,6296,19019,32,0,Yes
4/6/15,4.00E+12,ST4000DM000,Z3025LCC,223179264,0,4158,22,0,Yes
8/22/15,1.50E+12,ST31500541AS,9XW0242X,69283647,0,49562,33,0,No
5/14/13,1.50E+12,ST31500541AS,9XW027DP,237312875,2793,28601,17,0,Yes
2/27/15,4.00E+12,Hitachi HDS5C4040ALE630,PL2311LAG1L4AC,0,10,18388,21,0,No
9/23/15,6.00E+12,ST6000DX000,Z4D07KKZ,144412471,0,4710,31,0,No
7/16/13,1.50E+12,ST31500341AS,9VS2ATEY,2570498,1921,35110,21,0,Yes
5/24/14,4.00E+12,Hitachi HDS5C4040ALE630,PL2321LAGASRAJ,0,0,9363,22,0,No
10/8/14,3.00E+12,ST33000651AS,Z290RT7Q,240163458,0,24961,20,0,No
7/28/14,3.00E+12,ST3000DM001,S1F06DQ6,123534992,0,18855,24,0,Yes
9/8/14,3.00E+12,ST3000DM001,S1F02F5R,109709280,0,21692,25,0,Yes
8/31/15,4.00E+12,ST4000DM000,Z3025S07,119088512,0,6340,30,0,Yes
6/9/14,3.00E+12,ST3000DM001,S1F035CB,98992480,0,19559,26,0,Yes
7/2/13,1.50E+12,ST31500341AS,9VS1LBZE,114980978,99,35590,30,0,Yes
9/22/14,4.00E+12,ST4000DM000,Z300H1KT,177750104,0,8165,31,16,Yes
10/9/14,3.00E+12,ST3000DM001,S1F02B3E,71051376,0,22666,25,0,Yes
1/1/15,2.00E+12,Hitachi HDS722020ALA330,JK1101B9GEMNYF,0,0,36990,27,0,No
3/4/15,4.00E+12,ST4000DM000,Z300TS5M,152154864,0,11550,22,0,No
9/4/15,6.00E+12,ST6000DX000,Z4D043D2,29317072,0,3759,20,0,No
11/27/13,3.00E+12,ST3000DM001,S1F04C4B,30931736,0,15867,27,0,No
8/11/14,3.00E+12,ST3000DM001,S1F0CW4V,69842160,544,18198,26,8,Yes
11/19/14,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGSSPVJ,0,0,2363,26,0,Yes
3/27/14,3.00E+12,ST3000DM001,W1F08HMP,166606840,0,17767,19,0,No
12/10/14,3.00E+12,ST3000DM001,S1F12XGM,119187368,0,16767,23,0,No
8/16/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG381UH,0,0,11873,20,0,No
5/19/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7WXEF,0,0,19721,31,0,No
4/19/13,1.50E+12,ST31500541AS,6XW0Y902,164296647,2622,26486,22,1,Yes
12/19/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG3DXJH,0,0,15020,24,0,No
11/8/14,4.00E+12,ST4000DM000,Z3015CGX,3173744,0,5577,29,0,No
3/12/15,1.60E+11,ST3160316AS,6VMX8E38,82653077,0,30195,26,0,No
12/4/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGS5DDH,0,0,2509,28,0,No
6/22/13,2.00E+12,Hitachi HDS722020ALA330,JK1101B9GE1SUF,0,0,23364,23,0,No
6/18/13,1.50E+12,ST31500541AS,9XW02BXV,199481375,2567,31529,21,1,Yes
7/17/15,5.00E+11,WDC WD5000LPVX,WD-WX21A2457579,0,0,10605,31,0,Yes
9/4/14,3.00E+12,ST3000DM001,Z1F1632F,11787808,0,14576,24,0,No
8/16/13,3.00E+12,ST3000DM001,Z1F0LSG7,56152952,0,9437,25,0,No
2/11/14,3.00E+12,ST3000DM001,S1F03120,42807840,13856,16696,22,4264,Yes
3/1/14,4.00E+12,ST4000DM000,W300B5Z4,105187000,0,5503,21,0,No
7/30/15,1.50E+12,ST1500DL003,5YD8NGB3,80852352,0,20268,26,0,Yes
3/10/15,1.50E+12,ST31500341AS,9VS5AC4L,234376126,2870,22923,32,1,Yes
4/22/14,3.00E+12,ST3000DM001,W1F09W9N,142823296,0,18539,24,8,Yes
9/24/14,3.00E+12,ST3000DM001,S1F0S4NL,203820856,0,17657,29,16,Yes
6/23/14,4.00E+12,ST4000DM000,S3006YAC,114338352,0,1805,28,0,Yes
7/31/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG7KRKA,0,0,11405,25,1,No
1/9/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGRL6YH,0,2,4399,34,0,Yes
6/21/15,6.00E+12,ST6000DX000,Z4D0DKTA,68548789,920,1636,36,0,Yes
3/8/14,3.00E+12,WDC WD30EFRX,WD-WMC4N1316473,0,0,34,20,0,No
5/7/14,1.50E+12,ST31500541AS,6XW00WNG,228071912,0,39591,21,0,No
12/11/13,1.50E+12,ST31500541AS,9XW01GPB,16630300,0,34956,24,0,No
2/14/14,2.00E+12,ST32000542AS,5XW2HKPL,59656849,0,18788,22,0,No
10/6/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9KLHVHF,75891932,1300,30247,31,176,Yes
6/28/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSJ15H,70386721,314,248,33,96,Yes
6/18/15,4.00E+12,ST4000DM000,Z30259G4,96132280,0,5334,28,0,No
2/8/14,3.00E+12,ST33000651AS,Z290H25B,33271476,0,18465,29,0,No
7/23/14,3.00E+12,ST3000DM001,W1F08K44,205712624,0,18745,23,0,Yes
9/23/14,1.00E+12,WDC WD10EADS,WD-WCAU47276225,0,0,47333,27,0,Yes
12/16/14,4.00E+12,ST4000DM000,W3004ZH2,178831608,0,11752,21,0,No
11/7/13,3.00E+12,ST3000DM001,S1F0292E,77742872,600,14595,22,0,Yes
8/13/14,3.00E+12,ST3000DM001,S1F034LK,10305904,0,21279,24,8,Yes
8/19/14,3.00E+12,ST3000DM001,W1F09RST,154369704,72,20256,21,48,Yes
9/29/14,4.00E+12,ST4000DM000,W300R7AN,216651808,0,3792,22,0,Yes
4/29/14,3.00E+12,ST3000DM001,W1F0B2KY,126068304,64672,16682,28,64,Yes
5/20/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGRN3TH,0,0,8239,30,0,Yes
11/26/13,1.50E+12,ST1500DL003,5YD7F4BN,10990880,0,5269,23,0,Yes
7/6/14,4.00E+12,ST4000DM000,Z300GZDN,230948688,0,8093,30,0,No
6/11/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8YBKYTW0F,65537,0,40969,27,0,No
12/18/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGA8YZA,131072,1986,8156,28,0,Yes
10/29/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J8ZLHF,131072,0,23950,25,0,No
2/5/15,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG1RWPA,0,0,17860,24,0,No
6/19/13,1.50E+12,ST31500341AS,9VS2A1Z3,174598368,12,34453,24,0,Yes
11/13/14,3.20E+11,ST320LT007,W0Q20VHZ,1751248,0,10425,22,0,Yes
6/22/15,2.50E+11,ST9250315AS,S2X6AASF,83837139,0,15163,28,0,Yes
12/27/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSEYHH,0,0,4592,28,0,No
3/27/14,4.00E+12,ST4000DM000,W300ETDE,127492704,0,4765,25,0,No
4/20/14,3.00E+12,Hitachi HDS723030ALA640,MK0331YHGPLYTA,0,0,20473,28,0,No
8/23/15,4.00E+12,ST4000DM000,Z302AJZL,60999848,0,871,25,0,No
6/18/13,3.00E+12,Hitachi HDS723030ALA640,MK0301YHGNP1LD,16646144,2005,12819,23,0,Yes
6/29/13,3.00E+12,ST3000DM001,W1F0MG9R,74289512,0,8660,18,0,No
9/14/15,4.00E+12,ST4000DM000,Z3016MJM,203009856,0,13149,23,64,Yes
10/9/14,4.00E+12,ST4000DM000,Z3015XLJ,86410880,0,5192,31,0,No
7/28/14,3.00E+12,ST3000DM001,S1F01NSZ,85327490,4192,20911,22,16,Yes
10/6/14,3.20E+11,ST320LT007,W0Q2GAP9,34705824,0,9507,23,0,Yes
1/9/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J2D07F,0,75,25197,34,8,Yes
11/1/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGTU50H,0,0,1355,24,0,No
12/12/14,4.00E+12,ST4000DM000,Z3023XLP,169243760,0,1691,27,0,No
6/29/14,4.00E+12,ST4000DM000,Z30177S7,53393144,0,2626,30,0,No
5/13/13,3.00E+12,ST3000DM001,W1F0A4TZ,36750552,0,9647,24,0,No
12/19/14,1.50E+12,ST31500541AS,6XW021WN,236463229,0,44503,24,0,No
12/31/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGRZRKH,0,0,4832,24,0,No
5/22/14,2.00E+12,ST320005XXXX,9XW08R5D,162185460,0,32114,19,0,Yes
3/25/14,1.50E+12,ST31500541AS,9XW01D4L,167553791,0,38158,25,8,Yes
10/15/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG6KWVA,0,0,22074,24,0,No
1/22/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG788EA,0,0,15319,26,0,No
6/24/14,3.00E+12,ST3000DM001,S1F05EFZ,220978576,0,18475,24,4000,Yes
3/11/14,3.00E+12,ST3000DM001,S1F01JDL,97422808,21408,17560,21,5240,Yes
6/4/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7WHTF,0,0,37868,27,0,No
7/24/13,4.00E+12,ST4000DM000,Z300GZ3D,81150720,0,212,26,0,Yes
11/4/13,3.00E+12,ST3000DM001,S1F10D7L,192061024,0,7294,28,0,No
4/15/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J816MF,0,8,36881,28,0,Yes
7/24/14,1.50E+12,ST31500541AS,6XW03SFB,47195724,3602,39569,20,0,Yes
3/10/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGRZ6VH,0,0,6368,35,0,No
7/28/14,3.00E+12,ST3000DM001,S1F06KDB,32198168,0,18857,25,0,Yes
1/23/15,3.00E+12,ST3000DM001,W1F0X4FC,64408168,0,21446,27,48,Yes
12/1/14,1.00E+12,WDC WD10EADS,WD-WCAU45241958,11,0,45299,30,0,Yes
9/25/14,3.00E+12,ST3000DM001,S1F0S45N,162379248,0,17751,31,0,Yes
9/24/14,3.00E+12,ST3000DM001,S1F0S6P1,58738000,0,17658,27,16,Yes
7/9/15,3.00E+12,ST3000DM001,S1F0S65X,105454456,160,24348,26,8,Yes
3/26/15,80026361856,WDC WD800AAJB,WD-WCAV39193755,17,35,34485,44,11,Yes
8/6/13,1.50E+12,ST31500541AS,6XW0TDDR,198489893,1749,30812,20,14,Yes
10/2/14,3.00E+12,ST3000DM001,S1F0CV3G,158422608,44480,19475,26,24,Yes
1/3/14,1.50E+12,ST31500341AS,9VS3JYP2,122833724,450,33466,23,13,Yes
8/13/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7XBVF,0,0,30788,30,0,No
12/30/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMVEHJ,0,0,5842,29,0,No
11/20/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9GPHS9F,0,0,35017,25,0,No
6/15/14,3.00E+12,ST3000DM001,W1F0AFEY,114971656,0,19193,31,0,Yes
11/10/14,3.00E+12,Hitachi HDS723030ALA640,MK0311YHGH9KMA,0,0,24816,29,0,No
5/13/14,3.00E+12,ST3000DM001,W1F0ZG5V,84725920,0,11675,23,0,No
10/15/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG3547H,0,783,4299,23,424,Yes
11/5/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG379PA,0,0,27217,27,0,No
1/15/14,3.00E+12,ST3000DM001,W1F08DLM,195825840,0,17039,23,0,No
9/2/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG3ALBH,0,0,12277,22,0,No
7/23/14,1.50E+12,ST31500541AS,9XW01TTX,165204939,3523,41120,27,1,Yes
6/6/15,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG3MSSA,0,30,27689,25,0,Yes
10/16/14,3.00E+12,TOSHIBA DT01ACA300,Z252A34AS,196608,80,14027,22,48,Yes
9/14/15,4.00E+12,ST4000DM000,Z302AX90,13498144,0,5263,18,40,Yes
4/3/15,4.00E+12,ST4000DM000,Z300GPHK,19729256,0,13822,26,0,Yes
11/19/13,1.50E+12,ST31500341AS,9VS3F9AA,17743902,192,32278,23,0,Yes
4/2/14,4.00E+12,ST4000DM000,Z300GYWJ,198157864,0,5585,23,0,No
8/14/15,2.00E+12,Hitachi HDS722020ALA330,JK1105B8GDLYGX,2,31,41881,23,2,No
11/21/13,3.00E+12,ST3000DM001,S1F02Z4M,104638160,0,14718,23,0,Yes
12/17/14,4.00E+12,ST4000DX000,Z1Z02S9B,173923724,4466,16035,30,90,Yes
5/17/14,3.00E+12,ST3000DM001,S1F0RTQ6,113578616,0,14536,26,0,Yes
5/4/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGAD53A,0,0,2672,22,0,No
7/24/13,1.50E+12,ST31500541AS,5XW09AEC,26863154,0,16134,25,0,Yes
7/28/15,3.00E+12,WDC WD30EFRX,WD-WMC4N2813416,0,0,8371,25,0,No
3/18/14,3.00E+12,ST3000DM001,W1F0X7RT,210766944,0,13084,19,72,Yes
7/2/13,1.50E+12,ST31500341AS,9VS22LSR,131985483,3711,31640,25,0,Yes
5/12/15,4.00E+12,ST4000DM000,Z300MHXV,55754704,0,15265,29,0,Yes
1/7/14,3.00E+12,ST3000DM001,W1F0A24F,104557776,0,15380,24,0,Yes
7/15/14,3.00E+12,ST3000DM001,S1F0CWBZ,38779936,10672,17600,30,0,Yes
5/6/13,3.00E+12,ST3000DM001,S1F02N2X,189020368,0,10404,23,0,Yes
2/27/15,1.50E+12,ST31500541AS,5XW03EGC,189078667,0,43299,22,0,No
4/17/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG7KT2A,0,0,8912,25,0,No
8/21/15,2.00E+12,Hitachi HDS722020ALA330,JK1171B9H9L7ET,0,0,39130,29,0,No
3/26/15,1.50E+12,ST1500DL003,5YD3RPG8,173870312,0,24688,32,0,Yes
12/18/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG2BH1H,0,50,7570,22,120,Yes
4/4/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGTGPBH,0,0,5408,29,0,No
4/25/13,3.00E+12,WDC WD30EFRX,WD-WMC1T1515502,1791,0,181,21,17,Yes
7/6/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGS2JLH,0,0,128,33,0,No
7/19/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1323YNG1M1YC,0,0,16260,19,0,No
5/12/14,4.00E+12,ST4000DM000,W300KLK7,174262320,0,4565,21,0,No
6/2/14,1.50E+12,ST31500541AS,6XW04W4D,173780595,0,41386,29,0,No
8/21/14,3.00E+12,ST3000DM001,S1F0CSLL,170599128,2256,18490,31,88,Yes
12/16/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSBDHH,0,0,3123,22,0,No
4/12/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J30KVF,0,0,36021,26,0,No
11/4/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG1YTMA,0,3,13830,23,0,No
4/22/14,4.00E+12,ST4000DM000,Z300Z87K,4696280,0,847,27,0,No
10/16/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9KDLBEF,0,1,30275,29,0,No
1/21/15,4.00E+12,ST4000DM000,S3006XVN,91755976,0,7198,22,16,Yes
10/5/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSELHH,0,0,2120,29,0,No
1/2/15,4.00E+12,ST4000DM000,Z300ZTMD,194036984,0,7950,19,0,No
12/11/14,1.50E+12,ST31500541AS,9XW01PZ7,227851419,819,44508,24,1,Yes
5/7/15,6.00E+12,ST6000DX000,Z4D07R2L,147970184,16,677,29,0,Yes
4/19/14,4.00E+12,ST4000DM000,W300BGYN,227567208,0,7282,24,0,No
2/12/14,4.00E+12,ST4000DM000,Z300X6Y6,14760720,16,1421,21,8,Yes
6/25/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGN7AXJ,0,0,1616,25,0,No
3/2/14,3.00E+12,ST3000DM001,W1F09M8Y,52440776,0,15300,23,0,Yes
8/28/14,3.00E+12,ST3000DM001,S1F04CD9,38868984,0,22390,27,0,Yes
5/7/15,3.00E+12,ST3000DM001,S1F0F4EB,243261216,0,24454,23,0,Yes
9/20/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG1GHKA,0,0,11973,26,0,No
8/23/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG2SZRH,0,0,11786,23,0,No
9/3/15,5.00E+11,ST500LM012 HN,S2ZYJ9AFA09522,0,0,1155,30,0,Yes
6/27/15,3.00E+12,ST33000651AS,Z290ZW8A,113627697,0,29411,32,0,No
3/28/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1323YNG1DLUC,0,0,22295,25,0,No
11/1/14,4.00E+12,ST4000DM000,Z300W06J,226003560,0,7325,20,0,No
1/31/14,4.00E+12,ST4000DM000,Z300VN49,79407824,0,849,19,0,Yes
2/7/14,3.00E+12,ST3000DM001,S1F089QG,15952304,64736,14229,26,0,Yes
1/20/15,2.00E+12,Hitachi HDS722020ALA330,JK1105B8G6PZWX,1,0,36484,27,0,No
10/8/14,4.00E+12,ST4000DM000,Z300ZJZA,180149736,0,5885,26,0,No
11/27/13,3.00E+12,WDC WD30EFRX,WD-WMC4N0883619,0,0,181,27,0,Yes
6/25/15,1.50E+12,ST31500541AS,6XW07HKR,59992538,2047,42544,25,0,Yes
6/14/15,6.00E+12,ST6000DX000,Z4D07KZ8,15504664,0,2551,30,0,No
4/20/14,3.00E+12,ST3000DM001,S1F07WZP,44097136,61672,16985,21,64,Yes
12/31/13,3.00E+12,WDC WD30EZRS,WD-WMAWZ0054824,130267,0,10198,23,1083,Yes
1/2/15,1.50E+12,ST31500541AS,5XW03KJS,186227912,3975,46250,27,0,Yes
11/29/14,2.00E+12,Hitachi HDS722020ALA330,JK11A1YAJH3K0V,0,0,37439,35,0,No
8/28/14,4.00E+12,ST4000DM000,Z300ZR58,107191224,0,4901,25,0,No
3/3/15,4.00E+12,ST4000DM000,Z3029AX8,173067008,0,1068,19,0,No
1/23/14,3.00E+12,WDC WD30EFRX,WD-WCC1T1089795,473,0,3059,25,1,Yes
3/23/15,1.00E+12,WDC WD10EADX,WD-WCAV5V407116,43,0,23037,30,0,Yes
8/12/14,3.00E+12,ST3000DM001,W1F0R33G,153760480,0,18472,22,0,Yes
9/16/15,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGUJNZJ,0,0,8406,25,0,No
6/27/15,4.00E+12,ST4000DM000,Z300X4VS,92364960,0,13396,26,0,No
12/13/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG5NHNA,0,0,23406,26,0,No
11/21/13,3.00E+12,ST3000DM001,W1F09P9G,126700352,0,13403,24,0,No
3/9/15,4.00E+12,ST4000DM000,Z301533R,176482496,0,9768,26,0,No
7/30/14,1.50E+12,ST31500541AS,9XW03200,186217262,1043,38887,32,2,Yes
6/9/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG6XKVA,0,0,18918,27,0,No
12/11/13,3.00E+12,ST3000DM001,S1F02L15,48886850,44336,15402,21,352,Yes
10/27/14,4.00E+12,ST4000DM000,Z300W3FV,108668896,0,8470,22,0,Yes
7/8/13,3.00E+12,ST3000DM001,W1F0P4K7,160800248,1040,7902,23,16,Yes
8/17/15,4.00E+12,ST4000DM000,S300Z6F4,37794528,0,1118,34,0,No
10/22/14,4.00E+12,ST4000DX000,Z1Z06G0S,133736909,0,12593,33,0,No
11/19/13,1.50E+12,ST31500541AS,6XW02TNQ,168384376,0,36763,19,0,No
5/14/14,2.00E+12,Hitachi HDS722020ALA330,JK1130YAHPAPLT,786451,1,33860,27,0,No
5/21/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J3SA9F,0,0,27683,34,0,No
1/2/15,4.00E+12,ST4000DM000,Z300W4X3,70037144,0,8879,27,0,Yes
3/9/14,3.00E+12,ST3000DM001,W1F0A3SN,168741912,160,15472,20,64,Yes
11/17/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGN44MJ,0,0,4596,28,0,No
5/22/13,1.50E+12,ST31500341AS,9VS2B6LN,94475488,8,33225,25,0,Yes
11/20/14,1.50E+12,ST31500341AS,9VS239MS,180353267,1512,46392,32,0,Yes
7/7/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG33Y2H,0,0,11606,28,0,No
4/23/15,3.00E+12,Hitachi HDS723030ALA640,MK0331YHGSL8ZA,0,0,28985,40,0,No
1/31/14,3.00E+12,ST3000DM001,Z1F0MXEY,241114808,0,13376,22,0,Yes
10/20/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7WMXF,65541,0,33089,37,0,No
7/26/15,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGSU7XJ,0,0,8937,37,0,No
12/18/13,3.00E+12,ST3000DM001,S1F03APL,95903056,2936,14068,24,24,Yes
8/8/14,4.00E+12,ST4000DM000,Z30160AQ,145844848,0,3893,27,32,Yes
9/10/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGN2SJJ,0,0,2527,27,0,No
12/11/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8YBKX76JF,0,0,36619,25,0,No
7/30/14,4.00E+12,ST4000DM000,Z300X8KE,173160722,10480,5422,26,14496,Yes
5/27/15,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGA32GA,0,0,21377,26,0,No
5/25/14,3.00E+12,ST3000DM001,S1F0TP9E,62534992,0,14793,22,0,No
12/4/13,3.00E+12,ST3000DM001,S1F01Q2J,241661280,0,15319,23,0,Yes
8/8/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGA2HDA,0,0,15662,23,0,No
9/13/14,1.50E+12,ST31500541AS,6XW056SZ,31979281,300,42970,30,0,Yes
11/18/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J72H3F,0,3,33119,30,0,No
4/26/15,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG7LN6A,0,0,26310,27,0,No
4/16/14,3.00E+12,ST33000651AS,Z2908YAJ,83813846,838,20757,28,0,Yes
1/2/14,1.50E+12,ST31500541AS,6XW05YJY,198554023,992,37421,26,0,Yes
5/4/14,4.00E+12,ST4000DM000,Z300GPKJ,125027880,0,7041,25,0,No
12/7/13,2.00E+12,Hitachi HDS722020ALA330,JK1105B8GGADKX,0,1,27064,29,0,No
9/1/13,4.00E+12,ST4000DM000,W300BN6M,137449856,0,1163,21,0,No
10/6/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSH6JH,0,0,2291,33,0,No
3/2/15,1.50E+12,ST31500541AS,9XW02WRV,218986906,2257,43831,26,7,Yes
7/18/13,1.50E+12,ST31500541AS,6XW05CJ6,57141133,154,33559,29,0,Yes
8/13/14,3.00E+12,ST3000DM001,S1F01B9B,104977104,0,21281,19,0,Yes
7/30/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9GA3WAF,262145,0,33271,25,0,No
10/17/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMZBRJ,0,0,3416,27,0,No
4/7/15,4.00E+12,ST4000DM000,Z30155RG,168965536,4464,11126,23,0,Yes
3/10/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9HWBU2F,1441797,1,36474,36,0,No
7/4/15,2.50E+11,ST250LM004 HN,S2T0JX0D500140,0,0,9439,30,0,No
5/15/15,4.00E+12,ST4000DM000,S3011FKC,200083792,0,657,32,0,Yes
11/9/13,3.00E+12,WDC WD30EZRX,WD-WCAWZ1020924,0,0,11598,23,0,No
1/14/14,3.00E+12,ST3000DM001,W1F08Q5G,4101128,4624,16991,23,0,Yes
9/13/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGS3X1H,0,0,10975,32,0,No
5/14/14,3.00E+12,ST3000DM001,S1F0KKBA,90296032,0,14464,21,0,No
